research_phase,window_id,topic_instance_id,adjudication_status,human_decision,effective_name,effective_description,effective_path_l1,effective_path_l2,effective_path_l3,effective_taxonomy_path,qualification,effective_message_count,message_share,evidence_message_count,evidence_message_ids,source_name,source_taxonomy_path
A,S1000-0014,STI-9cdf04a7104ff64448e4,accepted,agree,恋爱对象介绍与同伴调侃,群成员围绕各自恋爱对象进行介绍、展示请求、身份澄清和玩笑互动。,人际关系与社交,人际关系与身份,恋爱与亲密关系,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系,standard,41,0.41,41,1095408009|1095408011|1095408017|1095408025|1095408027|1095408049|1095408051|1095408057|1095408063|1095408073|1095408087|1095408091|1095408103|1095408105|1095408107|1095408109|1095408113|1095408115|1095408117|1095408119|1095408121|1095408123|1095408125|1095408129|1095408131|1095408133|1095408135|1095408149|1095408155|1095408157|1095408159|1095408163|1095408167|1095408171|1095408185|1095408187|1095408189|1095408193|1095408197|1095408199|1095408203,恋爱对象介绍与同伴调侃,人际关系与社交 > 人际关系与身份 > 恋爱与亲密关系
A,S1000-0015,STI-0da9713141c13865a1f0,accepted,agree,Leo学员身份与建群确认,教师确认新固定学员Leo的身份，协调人说明是不同学员并创建新的沟通群。,,,,,short_candidate,4,0.04,4,1105335409|1105335411|1105335413|1105335415,Leo学员身份与建群确认,
A,S1000-0015,STI-178c1b431bb13433cf92,accepted,agree,课程时间调整与确认,教师与协调人沟通多个学员的上课时间调整、可用时段、家长确认和课程转移。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,24,0.24,24,1081833591|1081833593|1081833595|1081833597|1081833599|1081833601|1081833603|1083070273|1083070275|1084380265|1084380267|1084380271|1084380275|1084380277|1084380281|1084380283|1084380285|1088176069|1088176071|1088176073|1088176075|1105335403|1105335405|1105335407,课程时间调整与确认,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0015,STI-37fa0c688e7b09c4200f,accepted,agree,因Silver生病取消Luca课程,教师因Silver身体不适请求取消Luca课程，协调人同意通知家长并建议就医，随后收到治疗情况更新。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,5,0.05,5,1101360053|1101360055|1101360057|1101360059|1102667781,因Silver生病取消Luca课程,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0015,STI-40493d23b43c65a20936,accepted,agree,课程反馈与教材资料处理,教师询问缺少课堂数据和黑板笔记时的反馈方式，后续又确认教材名称、PPT位置及学习安排。,教学与课程内容,教学反馈与记录,教学反馈与质量,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量,standard,15,0.15,15,1079765119|1079765121|1079765123|1079765125|1094212893|1094212895|1094212897|1094212899|1098810771|1098810773|1098810777|1098810779|1098810781|1098810783|1098810785,课程反馈与教材资料处理,教学与课程内容 > 教学反馈与记录 > 教学反馈与质量
A,S1000-0015,STI-5c7d67362a8bba37df3f,accepted,agree,授课节数与奖励通知,协调人两次告知教师周期授课节数，并说明因课量或一对二授课获得的奖励。,课程运营与服务,课程服务管理,课程费用与薪酬,课程运营与服务 > 课程服务管理 > 课程费用与薪酬,standard,10,0.1,10,1081833583|1081833585|1081833587|1081833589|1090246441|1090246443|1097829001|1097829003|1098810767|1098810769,授课节数与奖励通知,课程运营与服务 > 课程服务管理 > 课程费用与薪酬
A,S1000-0015,STI-916df4eed9fc8c1b0bd2,accepted,agree,学员到课与未入教室处理,教师与协调人处理多名学员未进入教室、迟到、家长请假及联系家长等到课情况。,课程运营与服务,课程排期与出勤,到课与缺勤处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理,standard,26,0.26,26,1079765127|1081833607|1081833609|1084380269|1089232695|1089232697|1092898479|1092898481|1092898483|1092898485|1092898487|1092898489|1092898495|1092898497|1092898501|1092898503|1092898505|1094212885|1094212887|1094212889|1094212891|1102667783|1102667785|1102667787|1105335417|1105335419,学员到课与未入教室处理,课程运营与服务 > 课程排期与出勤 > 到课与缺勤处理
A,S1000-0015,STI-b524e53f3bb1f2939c0f,accepted,agree,Apple课堂注意力与教学方式,教师反映Apple上课注意力不足并询问能否改用游戏，协调人说明其近期使用电脑和作业情况。,学习与学业内容,学习任务与评价,学习表现与反馈,学习与学业内容 > 学习任务与评价 > 学习表现与反馈,standard,6,0.06,6,1083070279|1083070281|1083070283|1083070285|1083070287|1083070289,Apple课堂注意力与教学方式,学习与学业内容 > 学习任务与评价 > 学习表现与反馈
A,S1000-0016,STI-097a7b999ac01fdb810b,accepted,agree,某行为的合法性与配音演员维权,成员讨论某行为是否违法，以及配音演员维权的困难。,金融与公共信息,金融与公共议题,安全、法律与风险,金融与公共信息 > 金融与公共议题 > 安全、法律与风险,standard,7,0.07,7,1081824059|1081824061|1081824063|1081824065|1081824067|1081824069|1081824071,某行为的合法性与配音演员维权,金融与公共信息 > 金融与公共议题 > 安全、法律与风险
A,S1000-0016,STI-4c3a3e617e5e5671122c,corrected,problem,假期补课与自学安排,成员交流假期补课上课时间及本月自行学习的安排。,学习与学业内容,学习任务与评价,学习计划与资源,学习与学业内容 > 学习任务与评价 > 学习计划与资源,standard,7,0.07,7,1081823933|1081823935|1081823937|1081823941|1081823943|1081823953|1081823955,假期补课与自学安排,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0016,STI-c04e3d97b7d7f919a785,accepted,agree,动画《八仙》角色与配对讨论,成员讨论动画《八仙》的观看感受、角色关系、角色形象及后续内容。,娱乐与创作,娱乐作品与活动,影视动漫与文学作品,娱乐与创作 > 娱乐作品与活动 > 影视动漫与文学作品,standard,31,0.31,31,1081823947|1081823949|1081823957|1081823959|1081823961|1081823963|1081823965|1081823967|1081823969|1081823971|1081823973|1081823975|1081823977|1081824007|1081824009|1081824011|1081824013|1081824015|1081824017|1081824019|1081824021|1081824023|1081824025|1081824029|1081824031|1081824033|1081824035|1081824037|1081824039|1081824041|1081824043,动画《八仙》角色与配对讨论,娱乐与创作 > 娱乐作品与活动 > 影视动漫与文学作品
A,S1000-0016,STI-c9c5619ddfe11d588df4,accepted,agree,补课班课程与学生情况,成员讨论补课班的学生性别情况、所上课程及在班内的感受。,人际关系与社交,人际关系与身份,同伴关系与互动,人际关系与社交 > 人际关系与身份 > 同伴关系与互动,standard,7,0.07,7,1079756203|1079756205|1079756207|1079756209|1079756211|1079756213|1079756219,补课班课程与学生情况,人际关系与社交 > 人际关系与身份 > 同伴关系与互动
A,S1000-0017,STI-197fa36ff9ea0198cc15,accepted,agree,语文作业提交、订正与作文批改,师生围绕语文作业和作文的提交、订正、誊写及修改意见交流。,学习与学业内容,学习任务与评价,作业与练习,学习与学业内容 > 学习任务与评价 > 作业与练习,standard,58,0.58,58,1080732927|1081740413|1081740415|1081740425|1081740427|1081740429|1081740431|1081740433|1082976239|1082976243|1082976245|1082976247|1082976249|1084287549|1084287551|1084287553|1084287555|1084287557|1084287559|1084287561|1084287563|1084287565|1084287569|1084287571|1084287573|1084287577|1084287579|1085586517|1085586519|1085586521|1085586523|1085586525|1085586527|1086840145|1086840147|1088096501|1088096503|1088096505|1089162795|1089162797|1089162799|1089162801|1089162803|1089162805|1090156879|1090156881|1091482485|1091482487|1091482489|1092810073|1094123823|1094123825|1096698257|1097765755|1097765757|1097765759|1098726127|1098726129,语文作业提交、订正与作文批改,学习与学业内容 > 学习任务与评价 > 作业与练习
A,S1000-0017,STI-eafbe5beabaae991a8b8,accepted,agree,书展参观与购书,成员交流书展人流情况，并分享自己和家长购买的图书。,教育与工作经济,研究与经济活动,消费与购买,教育与工作经济 > 研究与经济活动 > 消费与购买,standard,6,0.06,6,1097765761|1097765763|1097765765|1097765767|1097765769|1097765771,书展参观与购书,教育与工作经济 > 研究与经济活动 > 消费与购买
A,S1000-0017,STI-eee5d2b9a552b4075ad3,accepted,agree,暑期运动与体重目标,成员交流暑期运动、舞蹈课和开学前的体重目标。,日常生活与健康,生活与健康,运动与身体锻炼,日常生活与健康 > 生活与健康 > 运动与身体锻炼,standard,5,0.05,5,1088096509|1088096511|1088096513|1088096515|1088096517,暑期运动与体重目标,日常生活与健康 > 生活与健康 > 运动与身体锻炼
A,S1000-0017,STI-fc1a31e5968910612b77,accepted,agree,语文文本分析理解与课堂讲解,成员讨论语文分析题的理解困难，并提到后续课堂讲解和预习。,学习与学业内容,学科与技能学习,语文与中文学习,学习与学业内容 > 学科与技能学习 > 语文与中文学习,standard,11,0.11,11,1090156885|1090156887|1091482489|1091482491|1091482497|1091482499|1091482501|1091482503|1091482505|1091482507|1091482509,语文文本分析理解与课堂讲解,学习与学业内容 > 学科与技能学习 > 语文与中文学习
A,S1000-0018,STI-368670ca75e8eb7af21d,accepted,agree,师生添加联系方式,学生因身份验证延迟添加教师，并请求教师重新发送二维码或相关内容。,数字平台与技术,账号与在线社群,在线联络与联系人,数字平台与技术 > 账号与在线社群 > 在线联络与联系人,standard,13,0.13,13,1089840961|1089840963|1089840965|1089840967|1089840969|1097423381|1097423383|1097423385|1098414281|1098414289|1098414291|1098414293|1098414295,师生添加联系方式,数字平台与技术 > 账号与在线社群 > 在线联络与联系人
A,S1000-0018,STI-7b5859bb7969e32bc1a1,accepted,agree,未及时回复与教师休息说明,学生就教师未及时回复提出询问，教师说明生病休息并表示未忽略学生。,日常生活与健康,生活与健康,健康与医疗,日常生活与健康 > 生活与健康 > 健康与医疗,standard,34,0.34,34,1098414317|1098414319|1098414321|1098414323|1098414325|1098414331|1098414333|1098414335|1098414343|1098414347|1098414353|1098414355|1098414359|1098414371|1098414375|1098414377|1098414379|1098414381|1098414383|1098414385|1098414387|1098414389|1098414391|1098414393|1098414411|1098414413|1098414415|1098414417|1098414419|1098414421|1098414423|1098414433|1098414435|1098414437,未及时回复与教师休息说明,日常生活与健康 > 生活与健康 > 健康与医疗
A,S1000-0019,STI-420c3f994876ea93df9b,accepted,agree,课程请假、调课与固定排课,成员就课程请假、取消、补课、改期和暑期固定排课时间进行协调。,课程运营与服务,课程排期与出勤,课程变更与补课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课,standard,41,0.41,41,1080335489|1080335491|1080335493|1080335495|1080335499|1080335501|1080335503|1080335505|1080335507|1081358127|1081358129|1089764535|1089764537|1089764539|1089764555|1089764557|1090937995|1090937997|1090937999|1090938001|1092238259|1093562209|1094870453|1094870455|1097345309|1098347991|1098348001|1098348003|1099454527|1099454529|1099454531|1099454533|1099454535|1099454537|1099454539|1099454541|1100725379|1103372185|1103372187|1106997943|1106997945,课程请假、调课与固定排课,课程运营与服务 > 课程排期与出勤 > 课程变更与补课
A,S1000-0019,STI-bca6d2695704deacb5e4,accepted,agree,上课提醒与进入教室,成员发送上课提醒、确认学生在线状态，并协调进入在线教室和会议号。,课程运营与服务,在线课程运行,在线教室与课程接入,课程运营与服务 > 在线课程运行 > 在线教室与课程接入,standard,20,0.2,20,1090937983|1090937985|1090937987|1090937989|1090937991|1090937993|1092238269|1092238271|1092238273|1092238275|1098347993|1098347995|1098347997|1098347999|1099454543|1099454545|1103372183|1106997937|1106997939|1106997941,上课提醒与进入教室,课程运营与服务 > 在线课程运行 > 在线教室与课程接入
A,S1000-0019,STI-fd7a9058103f2e9f4c51,accepted,agree,英语教材与课件准备,成员交流英语教材和课件的发送、版本、适配、学习进度及文件打开问题。,教学与课程内容,教学材料与实施,教材与材料选择,教学与课程内容 > 教学材料与实施 > 教材与材料选择,standard,36,0.36,36,1089764541|1089764543|1089764545|1089764547|1089764549|1089764551|1090937979|1090937981|1090937997|1090937999|1092238261|1092238263|1092238265|1092238267|1093562195|1093562197|1093562199|1093562201|1093562203|1093562205|1093562207|1094870433|1094870435|1094870437|1094870439|1094870443|1094870445|1094870447|1094870449|1094870451|1100725381|1105901691|1105901693|1105901695|1106997947|1106997949,英语教材与课件准备,教学与课程内容 > 教学材料与实施 > 教材与材料选择
A,S1000-0020,STI-a4ae91019f7b46e0729f,accepted,agree,游戏组队与账号互加,成员询问是否有人玩“超自然”，回应可玩并提供账号信息。,,,,,short_candidate,3,0.03,3,1098531713|1098531715|1098531717,游戏组队与账号互加,
A,S1000-0020,STI-cacc7e372fb1aab7e899,accepted,agree,迁移至新班级群,班主任邀请成员加入新班级群，说明后续在该群活动，并要求不要转发链接。,数字平台与技术,账号与在线社群,群组与社群设置,数字平台与技术 > 账号与在线社群 > 群组与社群设置,special_business,4,0.04,4,1106129415|1106129417|1106129419|1106129421,迁移至新班级群,数字平台与技术 > 账号与在线社群 > 群组与社群设置
